ShiptmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-5463,662,2022-03-03 10:39:26,9.83,38.4,Fahrenheit,Mobile App
SP-4903,663,2022-05-06 05:54:29,-28.54,50.9,Fahrenheit,IoT Device
SP-9035,664,2022-11-01 10:09:39,-11.2,34.49,Fahrenheit,Mobile App
SP-1315,665,2022-04-09 20:29:51,5.6,63.34,Fahrenheit,IoT Device
SP-0658,666,2022-03-21 15:36:28,22.55,75.68,Celsius,IoT Device
SP-4215,667,2022-12-25 09:07:37,39.63,70.55,Fahrenheit,Weather Station
SP-1691,668,2022-02-21 10:18:31,19.42,56.85,Celsius,Mobile App
SP-0094,669,2022-01-12 08:22:02,19.67,49.47,Fahrenheit,Weather Station
SP-0054,670,2022-03-27 12:31:55,-15.92,76.35,Celsius,Weather Station
SP-0076,671,2022-05-04 15:44:56,-23.96,93.23,Celsius,Mobile App
SP-2898,672,2022-05-24 10:01:44,-24.95,89.8,Fahrenheit,Mobile App
SP-5877,673,2022-07-31 09:14:13,2.98,73.69,Celsius,IoT Device
SP-7629,674,2022-02-21 16:08:51,-19.45,10.74,Fahrenheit,Mobile App
SP-1577,675,2022-06-29 20:07:37,0.67,86.91,Fahrenheit,Weather Station
SP-5006,676,2022-12-23 15:46:26,-43.39,55.95,Fahrenheit,Weather Station
SP-0236,677,2022-08-01 01:59:47,-42.9,69.49,Celsius,IoT Device
SP-8399,678,2022-09-13 10:41:18,10.75,53.44,Fahrenheit,IoT Device
SP-1411,679,2022-02-03 15:29:22,31.95,80.89,Celsius,IoT Device
SP-8594,680,2022-01-28 00:13:05,5.26,99.38,Fahrenheit,Mobile App
SP-9682,681,2022-07-18 04:01:43,-33.39,78.34,Fahrenheit,IoT Device
SP-2855,682,2022-03-14 05:57:51,21.77,88.22,Celsius,Mobile App
SP-2105,683,2022-04-29 19:22:48,-4.45,60.1,Celsius,Mobile App
SP-8427,684,2022-12-23 01:19:12,20.52,80.57,Celsius,Weather Station
SP-2802,685,2022-06-04 08:30:03,-5.95,56.43,Celsius,Weather Station
SP-1504,686,2022-07-08 09:28:41,-26.26,41.77,Fahrenheit,IoT Device
SP-4047,687,2022-10-25 09:55:20,49.51,12.34,Fahrenheit,Weather Station
SP-8602,688,2022-06-18 18:39:20,37.65,20.54,Celsius,Weather Station
SP-5562,689,2022-03-17 08:17:44,-2.15,61.1,Celsius,Weather Station
SP-5875,690,2022-09-09 11:25:53,34.48,16.45,Fahrenheit,Mobile App
SP-5507,691,2022-06-10 08:02:23,14.22,83.97,Celsius,Mobile App
SP-5136,692,2022-12-28 19:34:49,37.37,35.86,Celsius,Weather Station
SP-4881,693,2022-04-07 11:52:36,-44.92,18.53,Fahrenheit,IoT Device
SP-2230,694,2022-05-04 10:21:29,35.38,39.06,Fahrenheit,Weather Station
SP-4498,695,2022-11-13 18:46:45,-13.26,88.64,Fahrenheit,IoT Device
SP-0801,696,2022-02-14 03:32:59,18.41,14.14,Fahrenheit,IoT Device
SP-4869,697,2022-09-28 04:44:55,27.65,33.71,Fahrenheit,Mobile App
SP-9180,698,2022-10-31 01:24:29,-8.73,42.67,Celsius,IoT Device
SP-6755,699,2022-04-06 22:32:12,25.17,66.61,Celsius,Weather Station
SP-7681,700,2022-01-01 20:48:21,45.71,82.64,Celsius,Weather Station
SP-1479,701,2022-05-09 20:44:54,24.46,70.46,Fahrenheit,Mobile App
SP-7105,702,2022-08-30 01:36:47,36.97,70.19,Celsius,IoT Device
SP-3350,703,2022-04-07 11:42:19,6.4,96.52,Celsius,Mobile App
SP-2122,704,2022-03-20 05:50:12,42.27,75.21,Celsius,Weather Station
SP-8424,705,2022-08-06 13:55:52,-43.53,61.23,Fahrenheit,Weather Station
SP-2161,706,2022-11-08 06:22:36,4.24,54.17,Celsius,Mobile App
SP-8540,707,2022-10-03 17:54:07,-8.46,92.53,Fahrenheit,Mobile App
SP-7757,708,2022-08-10 05:40:14,-7.86,13.48,Fahrenheit,Weather Station
SP-6153,709,2022-04-19 01:55:12,-45.32,51.14,Celsius,Mobile App
SP-9124,710,2022-03-31 01:01:03,48.03,46.84,Fahrenheit,Weather Station
SP-6917,711,2022-08-15 11:11:54,39.85,14.49,Celsius,Weather Station
SP-0935,712,2022-03-09 03:34:47,23.55,35.68,Fahrenheit,Weather Station
SP-8934,713,2022-08-10 07:55:27,-17.0,8.1,Celsius,IoT Device
SP-7697,714,2022-08-13 17:39:16,-16.24,98.17,Celsius,Weather Station
SP-2350,715,2022-08-01 02:33:41,-42.69,96.11,Celsius,IoT Device
SP-2549,716,2022-10-14 06:09:12,33.32,21.77,Fahrenheit,Weather Station
SP-2279,717,2022-04-24 00:03:05,-21.67,28.49,Fahrenheit,Mobile App
SP-6176,718,2022-02-03 21:21:52,-31.77,44.92,Celsius,IoT Device
SP-9545,719,2022-11-19 03:16:41,-0.76,92.59,Fahrenheit,Mobile App
SP-2090,720,2022-07-20 17:44:01,24.6,53.82,Fahrenheit,Mobile App
SP-7324,721,2022-09-09 11:41:22,24.21,65.57,Celsius,Weather Station
SP-7038,722,2022-12-16 07:10:28,-30.63,61.72,Fahrenheit,Weather Station
SP-4060,723,2022-05-15 18:19:50,-8.6,75.49,Celsius,Mobile App
SP-1214,724,2022-05-13 17:35:46,12.14,41.05,Fahrenheit,IoT Device
SP-4979,725,2022-01-03 14:38:31,-14.74,28.74,Celsius,Mobile App
SP-7138,726,2022-06-06 21:28:38,-31.7,65.9,Fahrenheit,Weather Station
SP-4009,727,2022-06-12 06:26:16,-28.86,77.89,Fahrenheit,Mobile App
SP-3348,728,2022-02-24 00:46:37,-48.99,57.65,Fahrenheit,Weather Station
SP-0316,729,2022-05-20 09:15:47,49.49,15.38,Fahrenheit,Mobile App
SP-4066,730,2022-05-01 22:26:29,29.42,61.55,Celsius,IoT Device
SP-5775,731,2022-12-09 19:00:31,41.01,17.74,Celsius,Mobile App
SP-2898,732,2022-05-02 06:03:58,-42.58,33.06,Fahrenheit,IoT Device
SP-9763,733,2022-05-18 12:01:17,47.28,82.62,Fahrenheit,Mobile App
SP-1957,734,2022-09-12 14:39:50,-17.6,7.82,Celsius,IoT Device
SP-7881,735,2022-06-22 09:58:57,2.15,42.56,Celsius,Mobile App
SP-7939,736,2022-05-25 16:48:17,34.53,89.86,Fahrenheit,Mobile App
SP-2881,737,2022-11-23 00:14:30,5.21,75.89,Fahrenheit,Mobile App
SP-8012,738,2022-11-30 07:34:22,-4.79,92.58,Celsius,Mobile App
SP-1226,739,2022-03-03 19:24:48,6.92,98.39,Fahrenheit,Mobile App
SP-3013,740,2022-01-30 15:52:46,-23.98,97.81,Celsius,IoT Device
SP-5008,741,2022-02-23 19:18:16,12.44,73.78,Celsius,Weather Station
SP-1858,742,2022-09-05 11:16:41,-5.41,9.8,Fahrenheit,Mobile App
SP-7867,743,2022-08-12 15:59:28,49.09,11.39,Celsius,Weather Station
SP-4595,744,2022-07-08 04:36:39,8.93,26.14,Celsius,IoT Device
SP-3508,745,2022-11-04 06:02:12,7.68,18.93,Celsius,IoT Device
SP-5659,746,2022-03-25 22:37:09,-6.8,11.19,Celsius,Weather Station
SP-5776,747,2022-06-13 12:21:34,22.6,39.79,Celsius,Weather Station
SP-4307,748,2022-12-11 10:57:50,39.01,51.94,Celsius,Weather Station
SP-3308,749,2022-06-18 13:05:33,-34.11,28.38,Celsius,Weather Station
SP-8646,750,2022-11-09 03:09:31,43.81,33.94,Fahrenheit,Mobile App
SP-7578,751,2022-09-22 02:57:01,-38.76,46.26,Fahrenheit,Mobile App
SP-4242,752,2022-03-31 09:04:48,16.27,47.83,Fahrenheit,IoT Device
SP-0436,753,2022-08-15 12:56:46,-1.28,39.61,Fahrenheit,Weather Station
SP-0101,754,2022-07-14 07:00:32,-25.78,98.12,Fahrenheit,Weather Station
SP-5754,755,2022-08-18 13:28:58,-47.05,55.04,Fahrenheit,Weather Station
SP-1076,756,2022-02-17 13:25:45,7.49,0.18,Celsius,Weather Station
SP-1022,757,2022-08-18 11:17:11,-15.05,56.85,Fahrenheit,Weather Station
SP-4200,758,2022-11-13 21:52:46,-31.22,55.51,Celsius,Mobile App
SP-6876,759,2022-09-06 01:49:02,-4.53,43.07,Fahrenheit,Weather Station
SP-8238,760,2022-06-01 22:23:26,11.12,48.25,Celsius,IoT Device
SP-0929,761,2022-04-14 15:45:35,10.76,52.52,Celsius,IoT Device
SP-8987,762,2022-07-27 22:19:32,-2.49,71.57,Celsius,IoT Device
SP-3655,763,2022-11-10 14:37:07,46.14,27.95,Celsius,Weather Station
SP-8070,764,2022-02-23 03:51:44,-23.7,79.91,Fahrenheit,IoT Device
SP-8241,765,2022-03-13 12:27:11,7.15,37.98,Fahrenheit,Weather Station
SP-4685,766,2022-03-13 22:12:04,-22.65,33.13,Fahrenheit,IoT Device
SP-2390,767,2022-02-15 08:32:41,5.8,11.27,Fahrenheit,Weather Station
SP-7388,768,2022-12-04 09:00:09,19.86,32.45,Celsius,Weather Station
SP-0757,769,2022-05-20 09:10:52,-42.01,93.82,Celsius,Weather Station
SP-0376,770,2022-03-20 22:40:16,-3.12,77.45,Fahrenheit,Mobile App
SP-5105,771,2022-10-01 23:18:30,-43.95,95.6,Celsius,IoT Device
SP-5130,772,2022-02-17 11:14:59,14.32,58.93,Celsius,IoT Device
SP-2049,773,2022-06-25 14:57:03,26.24,30.13,Fahrenheit,IoT Device
SP-1844,774,2022-01-25 04:27:34,35.01,64.06,Celsius,Weather Station
SP-7941,775,2022-04-20 12:13:02,18.99,80.35,Celsius,IoT Device
SP-7612,776,2022-06-09 00:33:08,38.31,76.45,Fahrenheit,IoT Device
SP-1959,777,2022-05-31 04:21:13,-9.03,59.1,Celsius,Mobile App
SP-3696,778,2022-08-02 07:12:26,9.52,77.7,Fahrenheit,Weather Station
SP-8931,779,2022-12-05 23:24:50,-32.53,79.31,Celsius,Mobile App
SP-3979,780,2022-07-08 05:48:58,11.4,20.46,Celsius,Weather Station
SP-1551,781,2022-07-25 03:49:41,-24.29,70.42,Celsius,IoT Device
SP-5047,782,2022-05-19 19:48:34,-10.44,50.58,Fahrenheit,Weather Station
SP-7642,783,2022-07-04 04:09:19,-39.69,74.37,Fahrenheit,Weather Station
SP-7640,784,2022-05-23 04:27:34,-8.35,17.8,Fahrenheit,Weather Station
SP-8966,785,2022-09-23 13:56:33,-34.47,85.4,Celsius,IoT Device
SP-2633,786,2022-10-05 07:36:23,-30.26,56.41,Fahrenheit,Mobile App
SP-0969,787,2022-07-24 22:45:01,-7.13,80.53,Celsius,Mobile App
SP-5168,788,2022-01-24 19:29:02,20.71,60.15,Fahrenheit,IoT Device
SP-0748,789,2022-10-28 08:47:23,28.7,84.0,Fahrenheit,Mobile App
SP-1945,790,2022-12-21 06:39:10,-32.44,5.17,Celsius,Weather Station
SP-9944,791,2022-04-06 16:56:13,41.36,62.16,Fahrenheit,IoT Device
SP-4360,792,2022-11-17 07:55:33,-26.32,53.71,Fahrenheit,IoT Device
SP-2641,793,2022-09-18 14:55:36,-10.08,96.01,Fahrenheit,Weather Station
SP-6749,794,2022-05-24 09:07:57,48.84,49.47,Fahrenheit,IoT Device
SP-1136,795,2022-05-16 18:51:31,4.75,40.2,Celsius,Weather Station
SP-6231,796,2022-01-19 03:05:46,-6.78,28.99,Fahrenheit,Weather Station
SP-7307,797,2022-03-03 15:19:01,39.78,61.9,Celsius,Mobile App
SP-6995,798,2022-12-16 12:07:23,38.56,11.63,Fahrenheit,Weather Station
SP-8408,799,2022-08-24 05:42:44,-40.78,88.38,Fahrenheit,Mobile App
SP-4873,800,2022-07-06 07:23:37,-14.11,55.14,Celsius,IoT Device
SP-2081,801,2022-01-21 21:16:05,-8.0,31.85,Fahrenheit,Weather Station
SP-3242,802,2022-03-20 01:41:16,20.09,93.53,Fahrenheit,IoT Device
SP-6467,803,2022-04-16 22:07:20,-47.06,39.97,Celsius,Mobile App
SP-4878,804,2022-08-11 20:15:24,-44.39,27.91,Fahrenheit,Weather Station
SP-7407,805,2022-07-22 22:43:13,-25.77,99.83,Celsius,IoT Device
SP-1504,806,2022-06-30 00:30:43,-40.88,35.44,Celsius,Mobile App
SP-9980,807,2022-05-29 23:14:07,-20.63,62.87,Fahrenheit,Weather Station
SP-1116,808,2022-07-25 19:53:34,-47.67,99.29,Fahrenheit,Weather Station
SP-7905,809,2022-12-22 15:18:30,44.82,55.01,Celsius,IoT Device
SP-2508,810,2022-02-23 10:48:15,24.32,78.28,Fahrenheit,Mobile App
SP-7001,811,2022-07-14 21:20:01,28.55,78.93,Celsius,Mobile App
SP-4359,812,2022-02-04 11:37:44,-45.45,85.26,Celsius,Mobile App
SP-8138,813,2022-12-24 05:44:59,19.46,37.2,Celsius,Mobile App
SP-9945,814,2022-07-18 03:28:50,5.84,53.63,Celsius,Weather Station
SP-9889,815,2022-11-10 12:41:42,-38.77,30.76,Fahrenheit,Mobile App
SP-4766,816,2022-05-30 14:55:55,47.85,6.04,Fahrenheit,Mobile App
SP-5104,817,2022-03-06 22:41:33,29.44,22.01,Celsius,Mobile App
SP-2242,818,2022-08-06 20:00:25,28.25,54.66,Fahrenheit,Weather Station
SP-1581,819,2022-05-14 14:12:05,7.62,40.89,Celsius,IoT Device
SP-0217,820,2022-01-07 01:17:27,-32.42,39.06,Fahrenheit,IoT Device
SP-9176,821,2022-09-26 09:59:42,18.06,9.63,Celsius,Mobile App
SP-9484,822,2022-04-22 10:02:51,39.99,47.07,Fahrenheit,Weather Station
SP-5593,823,2022-06-25 08:55:59,-19.28,55.6,Celsius,IoT Device
SP-1864,824,2022-01-20 16:37:15,-13.98,78.81,Celsius,Mobile App
SP-0130,825,2022-03-25 07:37:44,-38.75,49.47,Fahrenheit,Mobile App
SP-6721,826,2022-10-25 07:58:38,48.28,28.97,Fahrenheit,IoT Device
SP-1644,827,2022-11-08 19:27:11,26.17,64.34,Celsius,IoT Device
SP-9569,828,2022-06-26 12:58:36,-11.38,64.47,Celsius,Mobile App
SP-0125,829,2022-04-06 10:20:08,11.64,69.26,Celsius,Mobile App
SP-1481,830,2022-05-30 11:56:33,26.08,3.11,Celsius,Weather Station
SP-2451,831,2022-11-21 22:59:19,8.96,98.41,Celsius,Weather Station
SP-0264,832,2022-08-06 05:52:13,-45.94,25.8,Celsius,IoT Device
SP-7797,833,2022-12-19 14:14:41,-26.53,75.59,Fahrenheit,IoT Device
SP-8434,834,2022-08-11 07:37:30,-42.08,11.51,Fahrenheit,IoT Device
SP-7793,835,2022-12-10 12:42:29,37.18,2.61,Fahrenheit,IoT Device
SP-9347,836,2022-07-17 16:32:17,44.1,46.84,Fahrenheit,IoT Device
SP-8706,837,2022-05-25 03:11:07,-20.49,35.32,Celsius,IoT Device
SP-8861,838,2022-03-16 03:27:10,29.55,85.18,Fahrenheit,Mobile App
SP-6513,839,2022-02-15 06:37:19,-19.04,21.51,Fahrenheit,Mobile App
SP-8016,840,2022-01-24 16:06:07,-5.66,93.29,Celsius,Mobile App
SP-7287,841,2022-04-17 00:07:12,-48.19,92.21,Fahrenheit,Mobile App
SP-7623,842,2022-01-03 21:10:33,-16.54,67.78,Celsius,IoT Device
SP-2969,843,2022-05-11 00:34:07,28.41,10.85,Celsius,IoT Device
SP-8592,844,2022-11-20 09:19:00,36.8,97.47,Celsius,IoT Device
SP-7853,845,2022-10-29 15:41:52,17.97,28.16,Fahrenheit,Weather Station
SP-0700,846,2022-10-14 12:22:05,23.27,91.74,Celsius,Mobile App
SP-4841,847,2022-10-12 01:44:35,13.88,47.54,Celsius,IoT Device
SP-1040,848,2022-08-03 06:43:37,44.12,86.43,Celsius,Weather Station
SP-2082,849,2022-11-26 04:32:19,5.76,32.97,Fahrenheit,Mobile App
SP-3765,850,2022-01-18 14:43:10,8.62,37.57,Celsius,Weather Station
SP-7896,851,2022-05-13 16:56:23,14.37,34.91,Fahrenheit,IoT Device
SP-1287,852,2022-02-05 13:33:28,18.32,23.34,Celsius,IoT Device
SP-9596,853,2022-10-18 03:25:37,-17.05,33.47,Celsius,IoT Device
SP-9098,854,2022-11-05 23:14:03,43.09,44.7,Fahrenheit,IoT Device
SP-7808,855,2022-05-24 07:09:56,14.08,62.17,Celsius,Weather Station
SP-5614,856,2022-05-01 23:22:04,2.83,13.84,Fahrenheit,Weather Station
SP-5865,857,2022-11-13 18:01:03,-30.89,18.12,Fahrenheit,Mobile App
SP-7615,858,2022-05-24 01:53:58,34.12,97.15,Fahrenheit,Mobile App
SP-2246,859,2022-09-08 21:44:34,28.47,21.2,Fahrenheit,Mobile App
SP-5851,860,2022-12-01 05:00:01,43.67,88.48,Celsius,IoT Device
SP-4412,861,2022-03-16 16:35:19,-42.97,65.87,Celsius,IoT Device
SP-2338,862,2022-05-17 07:47:45,-34.3,41.45,Celsius,Weather Station
SP-6686,863,2022-04-25 04:36:08,-30.54,97.58,Fahrenheit,Mobile App
SP-2384,864,2022-01-17 11:52:51,-18.01,77.25,Celsius,Weather Station
SP-0407,865,2022-07-16 23:22:16,-13.53,68.15,Celsius,IoT Device
SP-3456,866,2022-11-12 12:10:55,-4.33,51.59,Fahrenheit,Weather Station
SP-1017,867,2022-04-25 15:32:55,-2.44,28.61,Celsius,Mobile App
SP-6392,868,2022-07-01 21:40:34,-39.81,11.36,Celsius,Mobile App
SP-7115,869,2022-07-18 12:37:47,14.7,35.31,Fahrenheit,Weather Station
SP-4263,870,2022-02-25 06:31:15,1.84,8.42,Celsius,IoT Device
SP-8396,871,2022-01-08 19:24:12,-9.38,24.2,Celsius,Weather Station
SP-4850,872,2022-08-22 16:38:05,10.51,31.47,Fahrenheit,Weather Station
SP-3473,873,2022-02-14 22:29:32,-0.72,49.12,Celsius,IoT Device
SP-6132,874,2022-11-24 14:31:31,-3.97,49.3,Celsius,Weather Station
SP-9054,875,2022-05-16 17:30:55,-49.93,17.19,Fahrenheit,IoT Device
SP-1558,876,2022-04-15 07:31:53,1.49,72.93,Celsius,IoT Device
SP-2302,877,2022-07-07 02:14:09,-49.16,6.9,Fahrenheit,Mobile App
SP-4546,878,2022-03-15 10:56:01,6.62,61.28,Celsius,IoT Device
SP-2241,879,2022-04-10 15:22:12,42.92,96.9,Fahrenheit,Weather Station
SP-4879,880,2022-01-07 20:22:37,47.75,37.4,Fahrenheit,Mobile App
SP-7427,881,2022-09-17 14:27:29,25.87,33.15,Celsius,Mobile App
SP-5256,882,2022-11-04 19:32:45,26.57,78.57,Fahrenheit,Mobile App
SP-8249,883,2022-05-21 19:42:44,-29.93,73.81,Celsius,IoT Device
SP-5606,884,2022-02-22 07:54:15,48.9,11.44,Fahrenheit,Mobile App
SP-7763,885,2022-02-19 12:17:27,47.46,87.35,Celsius,IoT Device
SP-0848,886,2022-12-10 15:05:52,30.68,80.83,Fahrenheit,Weather Station
SP-4141,887,2022-01-04 03:29:13,17.84,98.17,Fahrenheit,IoT Device
SP-0135,888,2022-02-20 13:34:38,8.43,97.21,Fahrenheit,Mobile App
SP-2390,889,2022-11-30 09:04:48,-7.55,57.64,Celsius,IoT Device
SP-7693,890,2022-09-27 11:15:22,-4.9,36.97,Celsius,IoT Device
SP-6519,891,2022-08-15 22:38:16,21.38,21.77,Celsius,IoT Device
SP-6423,892,2022-11-18 03:20:56,-27.24,46.63,Fahrenheit,IoT Device
SP-1988,893,2022-06-17 17:46:27,46.09,3.54,Celsius,Mobile App
SP-0631,894,2022-10-06 09:26:10,-42.44,79.99,Celsius,IoT Device
SP-9546,895,2022-02-12 04:24:57,41.6,49.86,Fahrenheit,Weather Station
SP-3878,896,2022-10-06 06:49:08,20.7,46.7,Celsius,Weather Station
SP-0730,897,2022-10-01 00:46:52,-31.97,77.3,Fahrenheit,Mobile App
SP-7773,898,2022-01-22 15:35:52,-29.55,59.76,Celsius,IoT Device
SP-3220,899,2022-09-09 15:30:34,36.2,2.71,Celsius,IoT Device
SP-7619,900,2022-02-21 08:45:57,-11.56,75.5,Fahrenheit,IoT Device
SP-3859,901,2022-04-08 15:23:03,-40.82,30.23,Fahrenheit,IoT Device
SP-1484,902,2022-08-30 18:12:11,-32.1,65.13,Fahrenheit,IoT Device
SP-0785,903,2022-07-02 18:18:37,-13.36,7.86,Celsius,Weather Station
SP-3219,904,2022-10-22 01:31:23,1.37,56.27,Fahrenheit,IoT Device
SP-2001,905,2022-11-27 02:40:22,-26.43,47.41,Fahrenheit,Weather Station
SP-5963,906,2022-09-25 17:59:55,38.23,41.13,Celsius,Mobile App
SP-3260,907,2022-09-12 19:45:06,10.43,38.58,Fahrenheit,Mobile App
SP-3059,908,2022-07-04 07:38:31,14.47,25.23,Fahrenheit,Weather Station
SP-2274,909,2022-06-15 20:47:29,14.89,44.9,Celsius,Weather Station
SP-1698,910,2022-11-01 23:48:12,25.41,43.68,Celsius,Mobile App
SP-4442,911,2022-06-28 00:33:02,-43.42,70.19,Celsius,IoT Device
SP-2778,912,2022-07-14 23:08:42,-16.55,79.99,Celsius,IoT Device
SP-3754,913,2022-05-06 00:50:28,9.06,33.63,Celsius,IoT Device
SP-7908,914,2022-07-22 13:26:05,-26.97,30.26,Celsius,Mobile App
SP-0519,915,2022-05-17 20:04:11,22.9,42.57,Celsius,Mobile App
SP-1708,916,2022-04-30 13:27:02,-3.13,7.66,Celsius,Mobile App
SP-6880,917,2022-07-31 06:32:12,20.78,90.52,Celsius,Mobile App
SP-8342,918,2022-03-03 22:54:34,42.75,29.5,Fahrenheit,Weather Station
SP-3714,919,2022-12-01 18:32:11,5.85,89.29,Celsius,Mobile App
SP-7055,920,2022-04-16 15:27:58,-16.31,56.23,Celsius,IoT Device
SP-1686,921,2022-09-04 05:36:56,31.19,0.32,Fahrenheit,Weather Station
SP-4157,922,2022-06-29 06:12:25,39.56,36.56,Fahrenheit,Weather Station
SP-8579,923,2022-08-13 16:53:58,-29.97,8.74,Fahrenheit,Weather Station
SP-7972,924,2022-04-13 01:02:07,-39.17,49.61,Celsius,Weather Station
SP-1779,925,2022-06-09 06:33:42,21.72,1.1,Celsius,IoT Device
SP-9362,926,2022-02-16 23:13:28,14.42,26.27,Celsius,Weather Station
SP-6676,927,2022-11-09 17:53:39,27.48,17.38,Fahrenheit,Mobile App
SP-2392,928,2022-05-12 22:05:16,43.67,10.5,Fahrenheit,Weather Station
SP-7241,929,2022-03-24 01:26:26,41.04,96.87,Fahrenheit,Mobile App
SP-6912,930,2022-06-26 19:21:07,-35.18,41.14,Fahrenheit,Weather Station
SP-8321,931,2022-07-06 08:04:56,46.81,2.42,Fahrenheit,Weather Station
SP-9897,932,2022-08-10 17:14:15,-17.3,45.84,Celsius,IoT Device
SP-5130,933,2022-08-31 07:06:51,46.38,67.5,Fahrenheit,Weather Station
SP-4320,934,2022-03-08 22:37:35,-25.11,17.3,Celsius,Mobile App
SP-8329,935,2022-07-08 07:13:23,4.69,26.39,Fahrenheit,Weather Station
SP-1607,936,2022-09-10 21:54:55,9.36,37.48,Celsius,IoT Device
SP-4283,937,2022-09-14 01:04:41,15.82,87.23,Fahrenheit,Weather Station
SP-2575,938,2022-08-28 01:51:32,41.2,95.23,Fahrenheit,IoT Device
SP-4928,939,2022-03-13 13:43:11,-47.01,31.43,Celsius,Weather Station
SP-3930,940,2022-03-03 22:29:17,-42.13,16.72,Celsius,Mobile App
SP-1330,941,2022-08-07 15:00:18,31.27,28.22,Celsius,IoT Device
SP-9494,942,2022-07-30 08:03:24,-19.59,42.97,Celsius,Mobile App
SP-7575,943,2022-02-09 21:58:54,45.16,91.43,Celsius,Mobile App
SP-8771,944,2022-11-16 17:32:46,-29.21,0.96,Celsius,Mobile App
SP-9805,945,2022-03-17 21:07:18,8.92,42.04,Celsius,Weather Station
SP-2273,946,2022-11-02 13:58:03,37.75,77.01,Fahrenheit,IoT Device
SP-2686,947,2022-10-19 19:58:40,7.58,56.27,Fahrenheit,Weather Station
SP-2299,948,2022-03-10 09:23:44,-18.43,74.85,Fahrenheit,IoT Device
SP-7196,949,2022-03-17 12:57:20,-19.43,22.35,Celsius,Weather Station
SP-4958,950,2022-11-14 18:35:30,-33.71,16.33,Fahrenheit,Mobile App
SP-0748,951,2022-08-11 10:47:20,-4.79,76.21,Celsius,Weather Station
SP-4136,952,2022-05-23 18:23:32,-27.61,37.1,Fahrenheit,Mobile App
SP-2821,953,2022-11-24 19:05:12,-25.43,70.66,Fahrenheit,Mobile App
SP-0005,954,2022-01-24 05:24:36,-38.17,34.34,Celsius,Weather Station
SP-2275,955,2022-06-08 05:11:12,5.9,10.83,Fahrenheit,IoT Device
SP-9006,956,2022-11-25 20:52:02,31.22,24.24,Celsius,Weather Station
SP-9612,957,2022-07-22 10:54:48,-22.35,86.31,Celsius,IoT Device
SP-9992,958,2022-03-24 00:15:09,3.79,51.81,Celsius,Weather Station
SP-3742,959,2022-05-24 09:42:29,-22.49,33.27,Fahrenheit,IoT Device
SP-2344,960,2022-01-25 11:15:35,-2.94,25.34,Fahrenheit,IoT Device
SP-0207,961,2022-11-05 03:04:06,19.08,57.56,Fahrenheit,Mobile App
SP-8359,962,2022-04-07 08:51:14,-1.35,65.51,Celsius,IoT Device
SP-4215,963,2022-05-22 21:48:15,16.79,67.91,Celsius,Mobile App
SP-8486,964,2022-10-19 21:35:48,29.82,20.8,Celsius,Mobile App
SP-3220,965,2022-06-17 20:36:11,-26.78,92.98,Celsius,IoT Device
SP-0768,966,2022-02-03 01:04:05,-45.3,67.01,Celsius,Weather Station
SP-4564,967,2022-10-15 22:43:33,0.57,62.47,Fahrenheit,IoT Device
SP-3953,968,2022-10-22 00:09:35,1.33,10.94,Fahrenheit,Weather Station
SP-8635,969,2022-10-18 14:14:59,40.32,98.02,Fahrenheit,Mobile App
SP-0574,970,2022-12-04 04:40:57,-8.48,38.88,Fahrenheit,Weather Station
SP-4235,971,2022-07-26 20:17:36,41.3,51.74,Celsius,Weather Station
SP-5230,972,2022-01-27 09:54:44,2.73,50.97,Celsius,IoT Device
SP-4647,973,2022-08-04 22:01:11,-14.87,74.83,Fahrenheit,IoT Device
SP-6954,974,2022-01-14 20:21:14,-34.62,17.47,Fahrenheit,Weather Station
SP-8045,975,2022-01-13 20:26:40,40.9,54.93,Fahrenheit,Weather Station
SP-5007,976,2022-12-27 00:12:43,-35.59,94.97,Celsius,IoT Device
SP-9728,977,2022-09-13 05:05:41,24.96,50.01,Fahrenheit,Weather Station
SP-9103,978,2022-02-27 19:21:45,19.03,15.07,Celsius,Mobile App
SP-5905,979,2022-06-22 21:12:45,34.68,12.25,Celsius,Mobile App
SP-9143,980,2022-08-31 11:10:29,12.9,70.51,Fahrenheit,Weather Station
SP-4046,981,2022-06-17 13:27:16,17.02,97.82,Celsius,Mobile App
SP-1075,982,2022-02-20 17:31:28,-26.77,68.01,Celsius,Mobile App
SP-1569,983,2022-04-29 13:53:13,37.32,28.94,Celsius,Weather Station
SP-9720,984,2022-11-17 01:01:54,22.42,40.61,Celsius,IoT Device
SP-3579,985,2022-11-29 11:02:01,-24.32,92.52,Fahrenheit,Weather Station
SP-7068,986,2022-12-04 19:24:35,22.85,41.65,Celsius,Mobile App
SP-4986,987,2022-01-04 17:30:17,-45.07,10.34,Celsius,Mobile App
SP-2683,988,2022-05-28 13:32:29,0.67,73.75,Fahrenheit,IoT Device
SP-5232,989,2022-02-07 02:09:54,34.03,54.26,Celsius,Mobile App
SP-8936,990,2022-03-13 09:14:48,21.24,2.19,Fahrenheit,Mobile App
SP-8267,991,2022-06-25 12:16:40,-43.46,72.16,Celsius,Weather Station
SP-9002,992,2022-05-01 01:45:13,-37.72,72.94,Celsius,Mobile App
SP-0367,993,2022-02-18 01:06:10,-28.68,68.57,Fahrenheit,Mobile App
SP-2560,994,2022-05-02 06:07:12,-47.11,43.21,Celsius,Weather Station
