ShipmentID,OriginLocation,DestinationLocation,ShipmentDateTime,ExpectedArrivalDateTime,ShipmentStatus,ShipperId,ConsigneeId,ShipmentType,ContentsDescription,ReferTempMax,ReferTempMin
SP-9782,Miami WH,Detroit WH,2023-09-10 04:46:15,2023-10-25 14:31:53,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-lateral bandwidth-monitored firmware,92,27
SP-2374,Nashville WH,Durham WH,2023-09-19 23:22:33,2023-10-05 05:54:27,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Automated 6th generation internet solution,102,25
SP-5663,Atlanta WH,Nashville WH,2023-09-11 03:45:04,2023-10-18 17:42:37,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Triple-buffered composite firmware,75,13
SP-0898,Nashville WH,Durham WH,2023-09-21 18:45:22,2023-10-03 07:02:29,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Diverse client-driven collaboration,62,25
SP-0060,Atlanta WH,Nashville WH,2023-09-11 13:07:16,2023-10-21 17:31:26,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Programmable actuating budgetary management,76,33
SP-6983,Atlanta WH,New Orleans WH,2023-09-17 21:04:21,2023-10-29 10:02:15,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Fundamental impactful parallelism,63,30
SP-4423,Miami WH,Nashville WH,2023-09-04 07:04:49,2023-10-03 12:53:40,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Triple-buffered optimizing knowledge base,119,36
SP-0954,Detroit WH,Nashville WH,2023-09-09 07:30:32,2023-10-19 10:45:23,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Re-engineered global synergy,45,30
SP-5781,Atlanta WH,Nashville WH,2023-09-06 01:29:33,2023-10-16 08:41:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Mandatory mission-critical database,96,18
SP-6821,Miami WH,Nashville WH,2023-09-23 13:28:59,2023-10-27 07:57:23,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Implemented non-volatile matrix,48,32
SP-7329,Durham WH,Durham WH,2023-09-25 10:18:45,2023-10-17 20:52:06,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Assimilated solution-oriented open system,76,30
SP-0064,Nashville WH,Atlanta WH,2023-09-26 07:13:21,2023-10-13 03:03:10,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Robust maximized middleware,50,18
SP-7462,Nashville WH,Detroit WH,2023-09-25 23:35:45,2023-10-02 19:16:55,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Exclusive leading edge pricing structure,70,25
SP-6379,Nashville WH,Chicago WH,2023-09-24 21:20:28,2023-10-21 11:32:03,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Customer-focused client-server data-warehouse,111,41
SP-2401,New Orleans WH,Detroit WH,2023-09-03 10:18:26,2023-10-09 19:37:19,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Implemented systemic alliance,46,19
SP-8449,Chicago WH,Nashville WH,2023-09-13 14:50:27,2023-10-07 12:07:38,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Total multi-tasking internet solution,110,23
SP-7881,Chicago WH,New Orleans WH,2023-09-24 20:20:39,2023-10-11 13:51:13,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Customizable discrete toolset,108,14
SP-5026,New Orleans WH,Atlanta WH,2023-09-01 07:24:06,2023-10-18 15:31:51,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Distributed contextually-based Graphical User Interface,87,40
SP-8900,Chicago WH,Durham WH,2023-09-09 02:38:06,2023-10-02 11:53:19,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Profit-focused bottom-line encoding,55,39
SP-0378,New Orleans WH,Nashville WH,2023-09-09 20:52:33,2023-10-16 18:16:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Ergonomic interactive hierarchy,103,25
SP-3161,Chicago WH,Atlanta WH,2023-09-12 03:59:10,2023-10-20 10:07:29,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Virtual fault-tolerant function,68,25
SP-5395,Nashville WH,Durham WH,2023-09-21 17:13:26,2023-10-06 06:55:41,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Versatile discrete open system,101,13
SP-0378,New Orleans WH,New Orleans WH,2023-09-07 03:58:37,2023-10-16 23:05:11,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Visionary homogeneous artificial intelligence,98,23
SP-4538,Durham WH,Miami WH,2023-09-06 14:28:24,2023-10-20 10:56:24,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Progressive transitional open architecture,70,28
SP-5335,New Orleans WH,Nashville WH,2023-09-03 04:23:05,2023-10-26 21:20:40,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Distributed uniform open architecture,83,41
SP-4449,New Orleans WH,Durham WH,2023-09-06 21:47:44,2023-10-09 08:00:25,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Automated discrete core,118,13
SP-4175,Chicago WH,Atlanta WH,2023-09-11 07:22:18,2023-10-03 22:38:12,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Cross-platform actuating secured line,96,14
SP-9777,Atlanta WH,Nashville WH,2023-09-26 12:06:03,2023-10-15 15:41:07,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Triple-buffered static interface,91,27
SP-2255,Durham WH,Chicago WH,2023-09-13 20:50:02,2023-10-02 06:28:31,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Down-sized zero defect orchestration,79,31
SP-5679,Chicago WH,Atlanta WH,2023-09-21 18:57:12,2023-10-28 08:24:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Intuitive multi-state time-frame,62,14
SP-4656,Nashville WH,Nashville WH,2023-09-19 23:19:15,2023-10-21 01:09:31,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Virtual uniform firmware,110,27
SP-1962,Nashville WH,Chicago WH,2023-09-03 02:59:07,2023-10-05 16:04:29,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Team-oriented bandwidth-monitored structure,102,31
SP-4735,Detroit WH,Durham WH,2023-09-24 02:51:43,2023-10-17 18:39:03,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reduced systematic collaboration,46,14
SP-5805,Nashville WH,Durham WH,2023-09-08 15:52:36,2023-10-25 00:52:01,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Implemented attitude-oriented productivity,96,21
SP-9925,Atlanta WH,Chicago WH,2023-09-12 16:22:37,2023-10-05 09:23:53,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Networked background methodology,99,32
SP-6871,Chicago WH,Miami WH,2023-09-11 15:37:17,2023-10-13 08:40:28,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Sharable next generation project,57,18
SP-3725,Detroit WH,Durham WH,2023-09-05 20:15:38,2023-10-05 05:19:17,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Cross-platform coherent artificial intelligence,97,41
SP-0348,Chicago WH,New Orleans WH,2023-09-01 05:31:15,2023-10-30 15:05:41,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Streamlined scalable projection,51,19
SP-3387,Nashville WH,Chicago WH,2023-09-11 03:51:03,2023-10-05 11:12:22,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Proactive empowering standardization,81,22
SP-9223,Nashville WH,Durham WH,2023-09-17 07:07:55,2023-10-12 19:22:19,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Public-key 6th generation analyzer,117,26
SP-7460,Chicago WH,Detroit WH,2023-09-18 10:55:13,2023-10-13 17:14:37,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Enhanced executive framework,96,17
SP-2593,New Orleans WH,New Orleans WH,2023-09-18 02:29:02,2023-10-18 13:30:47,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Distributed incremental adapter,95,41
SP-5752,Durham WH,Chicago WH,2023-09-18 20:03:37,2023-10-21 07:14:57,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Networked interactive artificial intelligence,59,41
SP-8393,Detroit WH,Durham WH,2023-09-27 10:01:46,2023-10-15 11:33:58,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Networked non-volatile attitude,75,40
SP-3789,Durham WH,Durham WH,2023-09-05 16:01:44,2023-10-07 15:23:55,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Expanded scalable groupware,117,13
SP-7631,Durham WH,Detroit WH,2023-09-26 09:47:45,2023-10-12 17:09:47,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Programmable tertiary matrices,79,17
SP-0922,Chicago WH,Durham WH,2023-09-19 05:48:57,2023-10-13 18:37:43,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Front-line uniform archive,85,40
SP-1500,Detroit WH,Atlanta WH,2023-09-13 23:03:25,2023-10-30 20:54:22,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Multi-lateral bi-directional projection,100,20
SP-2564,Chicago WH,Durham WH,2023-09-19 05:16:55,2023-10-27 10:25:54,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Diverse tangible analyzer,82,27
SP-3162,Atlanta WH,Detroit WH,2023-09-26 02:04:08,2023-10-09 07:40:23,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Down-sized grid-enabled conglomeration,101,37
SP-6638,New Orleans WH,Miami WH,2023-09-18 14:27:10,2023-10-22 06:36:53,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Monitored interactive service-desk,111,20
SP-0969,Nashville WH,New Orleans WH,2023-09-14 07:15:24,2023-10-21 00:57:08,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Virtual dedicated budgetary management,90,39
SP-9329,Nashville WH,Chicago WH,2023-09-25 14:44:37,2023-10-27 04:44:05,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Customer-focused impactful paradigm,48,22
SP-7731,Chicago WH,Miami WH,2023-09-20 03:03:22,2023-10-18 10:14:34,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Open-source scalable archive,87,41
SP-3071,Atlanta WH,Nashville WH,2023-09-25 01:52:54,2023-10-19 23:27:46,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Organic tangible website,96,42
SP-1486,New Orleans WH,Nashville WH,2023-09-14 09:36:18,2023-10-10 19:20:10,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Profound composite framework,63,42
SP-6002,Durham WH,New Orleans WH,2023-09-03 13:36:13,2023-10-09 19:10:25,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Customer-focused encompassing capability,47,33
SP-6720,Nashville WH,Miami WH,2023-09-20 21:48:07,2023-10-17 22:59:24,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Reverse-engineered eco-centric circuit,94,14
SP-4626,Chicago WH,Chicago WH,2023-09-16 08:59:12,2023-10-26 14:38:43,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Secured content-based encoding,54,34
SP-0623,Miami WH,Detroit WH,2023-09-04 16:45:26,2023-10-19 05:25:59,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Synergistic leading edge capacity,101,18
SP-9830,Miami WH,New Orleans WH,2023-09-14 06:39:33,2023-10-30 11:28:53,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Implemented directional policy,96,35
SP-4842,Durham WH,Detroit WH,2023-09-12 16:08:48,2023-10-21 14:05:33,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Sharable homogeneous encoding,93,39
SP-7684,Chicago WH,Chicago WH,2023-09-09 08:45:58,2023-10-25 09:03:13,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Profit-focused web-enabled approach,117,40
SP-5535,Chicago WH,Nashville WH,2023-09-02 13:47:12,2023-10-01 02:52:58,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Diverse neutral moratorium,114,41
SP-6585,Nashville WH,Atlanta WH,2023-09-15 13:10:50,2023-10-20 05:58:30,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Exclusive tertiary system engine,114,23
SP-9807,Chicago WH,Durham WH,2023-09-14 20:58:11,2023-10-19 09:01:46,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Advanced client-driven application,79,16
SP-8421,Durham WH,Chicago WH,2023-09-07 04:28:22,2023-10-16 03:04:39,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Front-line maximized frame,63,23
SP-3804,Nashville WH,Atlanta WH,2023-09-18 11:14:26,2023-10-21 05:01:07,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Versatile multi-tasking support,62,37
SP-1220,Nashville WH,Detroit WH,2023-09-01 17:32:53,2023-10-08 03:26:02,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Self-enabling scalable functionalities,79,40
SP-6838,Miami WH,Miami WH,2023-09-02 07:43:47,2023-10-16 21:05:34,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Optimized stable array,93,41
SP-0701,Durham WH,Atlanta WH,2023-09-11 16:27:14,2023-10-18 00:22:52,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Fundamental bifurcated projection,115,26
SP-1633,New Orleans WH,Durham WH,2023-09-19 07:57:40,2023-10-01 15:27:54,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Public-key 24/7 encryption,76,34
SP-2930,Miami WH,Durham WH,2023-09-19 19:44:46,2023-10-20 16:27:42,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Switchable context-sensitive middleware,57,20
SP-6650,Durham WH,New Orleans WH,2023-09-09 23:59:19,2023-10-06 05:51:42,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Monitored static throughput,104,41
SP-2306,Chicago WH,Miami WH,2023-09-19 14:47:16,2023-10-06 19:51:27,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Self-enabling value-added definition,58,39
SP-1157,Atlanta WH,Chicago WH,2023-09-24 16:23:10,2023-10-24 01:50:50,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Polarised coherent productivity,93,14
SP-2048,Miami WH,Nashville WH,2023-09-12 02:52:05,2023-10-13 17:18:13,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Organized object-oriented utilisation,103,22
SP-7453,Miami WH,New Orleans WH,2023-09-13 21:14:25,2023-10-30 19:08:24,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Self-enabling eco-centric software,113,36
SP-2482,Detroit WH,Durham WH,2023-09-19 13:53:50,2023-10-11 21:15:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Synergized exuding customer loyalty,105,38
SP-3574,Detroit WH,Detroit WH,2023-09-03 07:53:11,2023-10-12 02:30:17,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,User-friendly object-oriented secured line,94,27
SP-7372,Chicago WH,Chicago WH,2023-09-09 08:27:18,2023-10-14 14:58:29,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Down-sized zero tolerance data-warehouse,87,42
SP-1043,Miami WH,Durham WH,2023-09-24 00:28:29,2023-10-13 22:29:04,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Synergistic heuristic pricing structure,88,16
SP-1413,Atlanta WH,Miami WH,2023-09-27 04:32:19,2023-10-25 19:13:54,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Fully-configurable logistical customer loyalty,97,40
SP-0952,Miami WH,Atlanta WH,2023-09-15 22:08:53,2023-10-06 13:05:32,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Distributed mission-critical paradigm,80,35
SP-9424,Durham WH,Atlanta WH,2023-09-18 01:15:44,2023-10-23 11:44:22,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Networked solution-oriented access,76,27
SP-9844,New Orleans WH,Atlanta WH,2023-09-01 01:25:18,2023-10-08 00:07:48,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Virtual needs-based instruction set,112,31
SP-8224,Detroit WH,Atlanta WH,2023-09-21 12:50:04,2023-10-23 13:21:37,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Implemented intermediate customer loyalty,95,37
SP-8157,Durham WH,Atlanta WH,2023-09-14 05:59:29,2023-10-16 06:29:11,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Cloned 4th generation architecture,116,15
SP-5532,Nashville WH,Nashville WH,2023-09-16 18:08:30,2023-10-26 04:21:48,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Public-key client-driven forecast,62,33
SP-8785,Miami WH,New Orleans WH,2023-09-05 04:22:20,2023-10-24 18:09:08,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Optional secondary framework,49,13
SP-0282,Chicago WH,Miami WH,2023-09-21 22:50:21,2023-10-08 09:01:27,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Balanced encompassing architecture,105,16
SP-5018,Chicago WH,Durham WH,2023-09-10 11:10:37,2023-10-13 15:59:55,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,User-friendly systemic capability,104,39
SP-9181,Nashville WH,Durham WH,2023-09-13 20:55:46,2023-10-15 14:11:47,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Expanded intangible software,105,15
SP-2763,Atlanta WH,Durham WH,2023-09-24 10:03:58,2023-10-16 19:02:57,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Progressive upward-trending help-desk,84,40
SP-0479,Chicago WH,New Orleans WH,2023-09-26 18:34:26,2023-10-11 22:09:39,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Grass-roots grid-enabled circuit,82,21
SP-5538,Durham WH,Nashville WH,2023-09-21 07:20:45,2023-10-18 17:42:20,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Implemented solution-oriented encryption,120,17
SP-6078,Miami WH,Detroit WH,2023-09-20 20:11:37,2023-10-21 15:34:11,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Focused solution-oriented conglomeration,107,16
SP-5238,Detroit WH,Durham WH,2023-09-29 23:02:33,2023-10-28 05:27:06,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synergistic fault-tolerant migration,96,31
SP-6250,Chicago WH,Detroit WH,2023-09-10 13:08:52,2023-10-27 06:54:11,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Innovative stable methodology,104,13
SP-2310,Atlanta WH,Atlanta WH,2023-09-13 11:53:40,2023-10-08 22:16:11,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Team-oriented composite superstructure,106,25
SP-4580,Detroit WH,New Orleans WH,2023-09-25 03:13:35,2023-10-28 13:25:07,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Managed needs-based initiative,89,23
SP-1578,Durham WH,Atlanta WH,2023-09-23 15:02:21,2023-10-10 22:54:40,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Function-based composite internet solution,114,22
SP-0580,Chicago WH,Chicago WH,2023-09-05 00:07:06,2023-10-24 05:26:36,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Down-sized logistical software,58,17
SP-5213,Miami WH,Detroit WH,2023-09-23 23:30:30,2023-10-30 03:15:33,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Polarised analyzing methodology,69,38
SP-1059,New Orleans WH,Atlanta WH,2023-09-06 00:40:15,2023-10-01 06:54:29,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Inverse 3rd generation concept,111,24
SP-3686,Durham WH,Nashville WH,2023-09-10 07:34:42,2023-10-29 10:18:08,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Open-source motivating standardization,88,22
SP-4243,New Orleans WH,Durham WH,2023-09-13 05:23:46,2023-10-17 05:42:40,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Centralized analyzing encryption,108,36
SP-5108,New Orleans WH,Miami WH,2023-09-15 23:49:59,2023-10-23 14:51:13,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Focused actuating budgetary management,54,41
SP-0243,Atlanta WH,Nashville WH,2023-09-13 13:31:59,2023-10-08 02:21:23,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Exclusive real-time model,101,38
SP-1166,Miami WH,Durham WH,2023-09-10 19:56:02,2023-10-11 21:13:50,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Function-based encompassing workforce,43,17
SP-5985,New Orleans WH,Detroit WH,2023-09-01 05:12:47,2023-10-24 04:13:25,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Realigned empowering methodology,104,14
SP-3301,Durham WH,Chicago WH,2023-09-26 20:19:57,2023-10-09 23:26:57,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Multi-channelled executive knowledge base,53,31
SP-5841,New Orleans WH,Durham WH,2023-09-29 13:56:44,2023-10-09 22:49:28,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Extended zero defect matrices,104,16
SP-8633,Durham WH,Miami WH,2023-09-22 09:57:20,2023-10-24 23:18:16,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Pre-emptive optimizing orchestration,120,38
SP-7384,Chicago WH,Nashville WH,2023-09-26 07:58:22,2023-10-17 07:28:57,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reduced user-facing knowledge base,109,13
SP-4888,Durham WH,Nashville WH,2023-09-05 23:05:53,2023-10-22 23:19:04,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Distributed contextually-based strategy,72,25
SP-9343,Atlanta WH,Durham WH,2023-09-23 22:59:00,2023-10-26 20:56:20,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Down-sized grid-enabled utilisation,93,21
SP-8433,Nashville WH,Nashville WH,2023-09-15 04:50:12,2023-10-07 18:21:13,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-channelled impactful website,44,17
SP-9270,Nashville WH,Detroit WH,2023-09-03 08:23:36,2023-10-11 20:32:25,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Organized directional software,82,22
SP-9036,Chicago WH,Chicago WH,2023-09-16 01:06:54,2023-10-15 22:56:36,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Networked hybrid workforce,54,35
SP-7589,Durham WH,Miami WH,2023-09-06 23:02:46,2023-10-24 13:22:28,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Right-sized impactful middleware,116,39
SP-6229,Miami WH,New Orleans WH,2023-09-01 02:51:54,2023-10-07 10:30:12,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Mandatory 4th generation forecast,46,12
SP-3104,Durham WH,Detroit WH,2023-09-08 23:04:03,2023-10-12 20:44:54,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Reactive bandwidth-monitored success,48,30
SP-1431,New Orleans WH,Miami WH,2023-09-10 16:51:27,2023-10-13 10:55:12,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Fully-configurable homogeneous superstructure,100,12
SP-5745,Atlanta WH,Chicago WH,2023-09-25 21:44:46,2023-10-05 08:57:17,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Sharable foreground definition,91,15
SP-3394,New Orleans WH,Durham WH,2023-09-13 06:45:23,2023-10-07 16:44:54,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Secured client-server leverage,100,42
SP-8442,Durham WH,Detroit WH,2023-09-13 11:09:48,2023-10-30 05:16:46,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Horizontal grid-enabled encoding,113,28
SP-8083,Atlanta WH,Durham WH,2023-09-18 06:30:03,2023-10-12 05:52:30,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Face to face explicit productivity,89,26
SP-1835,Durham WH,Nashville WH,2023-09-25 22:57:24,2023-10-26 15:59:55,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Compatible bi-directional application,48,41
SP-7400,Miami WH,Detroit WH,2023-09-26 03:45:35,2023-10-08 21:30:35,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Ergonomic coherent emulation,58,32
SP-2890,Chicago WH,Miami WH,2023-09-29 18:02:43,2023-10-21 05:24:15,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Vision-oriented maximized local area network,60,31
SP-6698,Nashville WH,Chicago WH,2023-09-09 01:15:05,2023-10-27 22:22:25,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Self-enabling 3rd generation extranet,115,12
SP-4653,Atlanta WH,Durham WH,2023-09-17 07:05:05,2023-10-25 04:24:13,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Business-focused zero defect challenge,102,26
SP-1521,New Orleans WH,Miami WH,2023-09-05 20:14:08,2023-10-02 19:22:37,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Customizable content-based methodology,80,36
