ShipmentID,OriginLocation,DestinationLocation,ShipmentDateTime,ExpectedArrivalDateTime,ShipmentStatus,ShipperId,ConsigneeId,ShipmentType,ContentsDescription
SP-0831,Huaikan,Vale da Pedra,2023-09-08 22:53:25,2023-08-19 17:41:51,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Robust cohesive methodology
SP-0581,Iturama,Laranganglintong,2022-11-27 12:21:01,2023-06-10 08:39:25,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Reactive hybrid capability
SP-3440,Tracal,Thabazimbi,2023-09-13 07:34:59,2022-12-25 05:59:57,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Programmable zero defect emulation
SP-1213,Nizhnevartovsk,Ciudad Ojeda,2023-01-18 09:34:05,2023-07-14 13:37:02,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Exclusive 24/7 service-desk
SP-6451,Båstad,Tongkiling,2023-05-19 00:32:25,2023-04-21 12:12:21,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Cross-group local model
SP-7422,Vose’,Baranowo,2023-08-23 05:44:49,2023-05-15 19:20:00,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Optional holistic architecture
SP-7906,Makrochóri,Biscoitos,2023-01-05 06:48:22,2022-12-14 20:36:06,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Persistent responsive capability
SP-4521,Świecie nad Osą,Osypenko,2022-09-24 00:42:58,2023-09-10 05:49:14,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Advanced 24 hour encryption
SP-2625,Njivice,Taganskiy,2023-04-26 03:54:21,2022-12-04 03:09:55,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Networked modular frame
SP-7678,Longos,Fresnes,2023-05-23 01:29:36,2023-07-03 16:03:36,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Multi-lateral logistical adapter
SP-4276,Neklyudovo,Shangtian,2022-11-24 09:39:58,2022-10-04 02:24:16,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Vision-oriented didactic interface
SP-9472,Presidente Dutra,Wawrzeńczyce,2022-12-24 12:04:12,2023-02-23 11:00:07,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Vision-oriented well-modulated infrastructure
SP-5411,Fatumuti,Anaheim,2022-11-30 19:16:57,2023-05-28 07:21:58,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Multi-channelled impactful functionalities
SP-6990,Vishnyeva,Yanqul,2023-06-24 13:59:54,2023-05-19 03:30:22,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Down-sized heuristic benchmark
SP-4867,Plaški,Hwaseong-si,2023-01-20 08:21:55,2022-11-10 01:45:54,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Optional static moratorium
SP-2504,Dongchen,Huangqi,2022-11-05 14:52:24,2023-08-11 02:16:26,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Compatible demand-driven structure
SP-0387,Opatów,Elliot,2023-06-10 00:59:52,2022-12-04 03:59:22,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Total interactive conglomeration
SP-3464,Tiko,Fatumuti,2023-03-10 14:41:27,2023-05-11 23:07:59,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Triple-buffered system-worthy parallelism
SP-5094,Orivesi,Barueri,2023-09-02 16:33:38,2023-06-25 15:13:14,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Virtual interactive circuit
SP-2700,Rumelange,Firovo,2023-01-22 14:45:53,2023-05-20 12:08:04,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Visionary upward-trending solution
SP-3080,Sangat,Donglai,2022-11-09 22:03:25,2023-05-06 09:19:03,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Customizable bandwidth-monitored encryption
SP-1306,Bárrio,Tangwu,2022-10-25 02:30:37,2023-03-22 08:40:45,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Adaptive bottom-line adapter
SP-7968,Livramento,Baozhu,2023-04-17 15:51:28,2023-01-28 07:21:59,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Progressive reciprocal leverage
SP-3280,Wanzhi,Sanpai,2022-12-27 13:07:54,2023-01-09 11:54:56,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Synergistic directional concept
SP-9973,Guaçuí,Dongda,2022-09-26 08:05:00,2023-02-12 10:55:51,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Digitized client-driven standardization
SP-8576,Palatine,Ochobo,2023-08-27 04:33:17,2022-11-08 05:39:00,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synergized actuating system engine
SP-6879,Paris 10,Saint-Dizier,2023-02-15 23:11:13,2023-06-06 18:55:12,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Re-engineered grid-enabled superstructure
SP-5298,Bralin,Puerto Asís,2022-10-25 02:03:28,2022-11-07 01:25:33,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Face to face cohesive utilisation
SP-1711,Goodlands,Cardona,2023-01-16 00:36:59,2022-09-24 13:00:31,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Advanced impactful ability
SP-3191,Gros Morne,Ferrol,2023-05-05 01:10:56,2023-05-20 20:53:49,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Extended upward-trending software
SP-5290,Binalonan,Thị Trấn Tủa Chùa,2023-04-21 07:31:43,2022-11-11 17:26:06,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Seamless background circuit
SP-0294,Shuangxiqiao,Duut,2023-04-08 03:56:34,2023-08-14 11:19:21,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Inverse asynchronous complexity
SP-1548,Rennes,Genisséa,2023-09-11 09:52:12,2023-09-09 10:07:40,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Integrated 24/7 forecast
SP-2944,Jaguaruana,Pātan,2023-06-25 16:11:55,2023-01-24 23:10:31,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Reactive 24/7 intranet
SP-3038,Yefimovskiy,Ell,2023-05-16 22:53:59,2023-07-07 21:37:29,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Function-based human-resource leverage
SP-9124,Arcos,Yong’an,2023-05-11 21:00:20,2023-03-19 11:00:10,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Open-source zero tolerance instruction set
SP-9457,Krzęcin,Guashe,2023-02-23 16:31:28,2023-05-11 13:47:09,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Synchronised coherent encryption
SP-0817,Dumingag,Tuanlin,2023-01-08 12:11:28,2022-11-24 20:18:48,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Networked contextually-based hub
SP-0941,Baxiangshan,La Poma,2023-07-22 01:59:21,2023-03-22 17:54:37,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Assimilated tangible application
SP-6408,Krajan Ngrambingan,Ilaya,2022-09-22 00:58:14,2023-02-16 15:23:34,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Front-line asynchronous task-force
SP-3517,Thành Phố Nam Định,Michałów,2023-07-04 10:48:37,2023-02-26 04:12:32,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Enterprise-wide zero tolerance strategy
SP-1144,Vodnjan,Santa Fe,2023-07-26 06:35:17,2023-08-15 08:39:19,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Decentralized intermediate protocol
SP-9972,Jianshan,Inglewood,2023-04-05 19:33:31,2023-04-21 22:09:07,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Reactive upward-trending policy
SP-2726,Lupak,Michałów,2022-09-30 06:29:02,2023-04-21 14:33:08,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-layered intangible attitude
SP-1474,Liushikou,Caparrapí,2022-10-26 13:11:42,2023-05-19 03:16:26,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Managed responsive focus group
SP-6911,Staryy Oskol,Mirzec,2022-11-01 08:58:47,2022-11-09 21:10:59,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Team-oriented bifurcated open system
SP-2555,Caringin,Gezan,2023-02-09 14:47:38,2023-09-08 03:25:02,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Optimized leading edge website
SP-3576,Guhuai,Jinbi,2023-04-20 13:53:13,2022-10-18 14:42:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Face to face dynamic neural-net
SP-3485,Novovarshavka,Xintai,2023-06-30 13:26:05,2022-12-17 08:30:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Extended zero defect adapter
SP-6343,Repelón,Banjar Taro Kelod,2023-08-09 22:44:07,2023-08-31 19:06:16,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Automated regional migration
SP-0194,Maniowy,Pacov,2023-09-13 01:51:50,2023-06-27 02:56:30,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Phased eco-centric policy
SP-0953,Barreiros,Isu,2022-10-04 19:28:17,2022-10-13 08:29:27,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Triple-buffered radical hardware
SP-0394,Tabug,Ya’ngan,2023-07-25 21:07:58,2023-03-10 14:39:42,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Open-source analyzing benchmark
SP-0407,Gyōda,Magapit,2023-09-18 09:27:05,2023-01-16 23:18:49,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Configurable leading edge access
SP-3049,Suugaant,La Ronge,2023-06-05 21:20:33,2023-06-02 06:56:04,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Optimized 24/7 contingency
SP-9315,Sankt Lorenzen im Mürztal,Kachia,2023-01-15 22:25:27,2023-07-18 10:38:47,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Optimized discrete info-mediaries
SP-3017,Novi Pazar,Koror,2023-06-17 04:04:46,2023-02-11 10:07:59,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Reduced global attitude
SP-6610,Gogosuket,Laranganglintong,2023-05-27 22:11:52,2023-02-22 17:45:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Ergonomic zero tolerance infrastructure
SP-8466,Liquan Chengguanzhen,Viitasaari,2022-10-12 03:13:26,2023-03-13 12:32:44,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reduced transitional pricing structure
SP-9988,North Shore,Lubao,2022-10-29 04:02:40,2023-04-20 10:37:28,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Synergized responsive system engine
SP-3153,San Isidro,Évosmos,2023-05-14 08:44:08,2023-01-19 17:24:53,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Implemented disintermediate middleware
SP-2141,Dalheim,Wenci,2023-05-15 14:23:38,2023-07-31 12:37:48,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Adaptive actuating adapter
SP-8738,Dongyong,Boca Raton,2022-11-22 21:40:25,2023-01-19 06:47:39,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Synergistic bandwidth-monitored projection
SP-2265,Quzhou,Matadi,2023-03-06 06:41:35,2023-01-12 17:29:11,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Public-key logistical pricing structure
SP-0871,El Caño,Khrebtovaya,2022-10-27 12:21:04,2023-01-01 15:40:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Cross-group optimizing challenge
SP-1026,Istres,Srebrenica,2022-10-16 13:19:49,2023-05-05 21:34:28,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Organized foreground monitoring
SP-5572,Aktau,Picoto,2023-01-28 12:56:19,2022-11-18 02:48:36,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Centralized 5th generation open architecture
SP-9014,Zigong,Birr,2023-05-07 08:07:55,2022-12-07 13:50:24,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Focused web-enabled encryption
SP-2878,Irosin,Mouhijärvi,2023-04-17 04:03:15,2023-06-29 07:26:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Balanced 24/7 leverage
SP-9441,Paris 14,Río de Jesús,2022-12-29 03:31:24,2023-05-05 21:51:50,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,De-engineered empowering model
SP-5083,Saint-Maurice-l'Exil,Xihanling,2023-01-13 12:18:10,2022-12-20 21:44:12,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Compatible local Graphic Interface
SP-1930,Belozërskoye,Sceaux,2022-12-24 22:23:17,2023-03-21 22:15:54,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Visionary 4th generation knowledge user
SP-7545,Xinzhai,Tlutup,2023-09-17 13:54:28,2022-11-13 11:59:52,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Organized intangible conglomeration
SP-7487,Dong Charoen,Sevilla,2023-08-13 22:35:55,2023-08-13 09:00:42,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Phased impactful matrices
SP-2653,Soanierana Ivongo,Xinxu,2023-01-31 18:34:11,2023-03-06 14:52:32,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Universal coherent internet solution
SP-4278,Pittsburgh,Chybie,2023-09-21 12:12:27,2022-12-24 13:33:59,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Team-oriented well-modulated workforce
SP-4737,Kaduna,Chernyshevsk,2022-12-06 14:28:43,2023-01-06 23:28:53,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Triple-buffered solution-oriented service-desk
SP-1394,Pretoria,Potok Złoty,2023-01-27 00:59:46,2022-10-16 04:14:11,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Adaptive static attitude
SP-0323,Orly,Catanauan,2023-04-30 05:46:55,2023-07-16 10:10:33,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Integrated analyzing paradigm
SP-4032,Pāshmūl,Xujia,2023-05-23 20:56:47,2023-03-30 21:32:13,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Profound coherent hierarchy
SP-0700,Puerto Berrío,Pingyang,2022-12-20 13:34:51,2022-11-21 19:05:11,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Customer-focused dynamic application
SP-4768,Ol’gino,Ivoti,2023-04-08 21:01:37,2023-05-06 14:39:46,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Compatible disintermediate access
SP-3384,Christchurch,Cabeças Verdes,2023-04-10 09:13:19,2022-11-21 10:10:35,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Profit-focused cohesive functionalities
SP-6934,Hoboksar,Sakākā,2023-09-19 03:45:36,2023-07-05 01:14:42,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Synergistic systematic interface
SP-6852,Tyrnyauz,Roma,2023-06-29 02:45:25,2023-04-27 02:50:28,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Profit-focused explicit parallelism
SP-2860,Limulan,Tibro,2023-02-02 20:01:53,2023-04-22 07:35:41,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Face to face 3rd generation toolset
SP-6611,Hoani,Jiangkou,2022-09-23 10:47:03,2022-11-15 18:02:59,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Optional attitude-oriented capability
SP-7979,Guaíra,Markaz-e Ḩukūmat-e Darwēshān,2022-12-10 17:55:20,2023-06-18 14:32:17,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Upgradable high-level moratorium
SP-1980,Cajuru,Ferreñafe,2023-06-18 10:23:35,2022-12-24 03:11:58,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Advanced bi-directional firmware
SP-1199,Jiepai,Strömstad,2023-08-25 19:45:11,2022-12-17 03:30:43,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Quality-focused explicit analyzer
SP-2114,Vargem Grande do Sul,Puerto Rico,2023-02-06 08:13:19,2023-02-24 16:30:12,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Adaptive eco-centric function
SP-4803,Mauá,Raškovice,2023-09-01 11:07:32,2023-07-19 14:53:39,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Distributed homogeneous architecture
SP-0467,Stratónion,Cariaco,2022-09-29 01:55:21,2022-12-26 12:55:14,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Advanced context-sensitive methodology
SP-4816,Qinglin,Sapang Buho,2023-08-10 19:45:38,2023-08-27 13:29:22,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Programmable fault-tolerant task-force
SP-0985,Rennes,Hongxi,2022-09-29 23:49:31,2023-02-06 18:52:07,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Automated exuding info-mediaries
SP-1418,New York City,Taozhuang,2022-11-27 04:42:10,2023-06-29 06:25:22,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Customer-focused bifurcated superstructure
SP-1077,Tamaulipas,Jilili,2022-11-11 18:55:13,2023-06-24 09:36:57,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Function-based empowering website
SP-0790,Łękawica,San Diego,2022-10-08 16:23:41,2023-04-04 22:14:19,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Down-sized explicit time-frame
SP-1138,Ipoh,Yara,2022-09-30 15:57:57,2023-05-23 10:14:05,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Operative content-based success
SP-4794,Beima,Sojo,2023-01-09 06:30:02,2023-04-24 23:27:42,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Vision-oriented explicit website
SP-7260,Prinza,Emiliano Zapata,2023-06-26 05:46:10,2023-01-06 10:17:46,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-lateral intermediate moratorium
SP-2488,Encantado,Grubišno Polje,2023-06-02 13:23:40,2023-01-22 20:38:42,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Virtual non-volatile standardization
SP-5281,Victoria,Haokou,2023-06-18 17:22:15,2022-12-10 11:36:17,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Future-proofed high-level algorithm
SP-6991,Sawahrandu,Dar Chabanne,2022-10-16 13:21:55,2023-01-14 00:04:29,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Streamlined zero defect hardware
SP-4588,Barueri,Raciążek,2023-04-18 19:47:32,2023-07-08 21:43:49,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Fundamental holistic policy
SP-5300,Jaroměř,La Romana,2023-06-17 01:05:45,2023-08-11 01:44:54,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Organic attitude-oriented secured line
SP-1451,Uppsala,Loúros,2022-12-30 10:26:00,2023-06-22 03:29:49,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Sharable solution-oriented model
SP-7362,Yuanjue,Shancheng,2023-05-01 06:37:06,2023-08-09 23:14:34,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reverse-engineered demand-driven structure
SP-0639,Carvoeira,Haoxue,2023-02-02 05:24:48,2023-04-17 19:49:28,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Synergistic interactive process improvement
SP-1774,Maricá,Pandaan,2023-08-19 11:04:16,2022-10-25 19:18:33,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Assimilated clear-thinking interface
SP-5429,Lordegān,Qingshan,2022-12-11 18:30:31,2022-10-08 14:29:53,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Triple-buffered attitude-oriented benchmark
SP-9079,Anin,Borås,2023-01-06 01:01:56,2023-08-04 23:11:18,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Ergonomic human-resource software
SP-0918,Osiek,San Isidro,2023-04-05 00:41:15,2023-05-13 08:12:45,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Secured high-level task-force
SP-8360,Sussex,Hebu,2023-06-13 23:38:24,2023-07-06 05:42:59,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Vision-oriented client-driven Graphical User Interface
SP-8323,Artemivs’k,Wakiso,2023-09-07 17:21:32,2022-10-25 10:30:54,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Ergonomic context-sensitive access
SP-8101,Trang,Árta,2023-01-13 09:54:45,2023-09-15 11:16:18,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Open-architected multi-tasking task-force
SP-7064,Donegal,Gahe,2023-03-14 07:27:43,2022-09-29 21:58:35,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Ergonomic needs-based policy
SP-3095,Veghel,Netanya,2023-05-02 00:46:47,2023-05-16 04:26:03,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Centralized bandwidth-monitored migration
SP-1717,Ballina,Toledo,2023-04-12 05:51:22,2023-09-10 18:53:44,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Object-based contextually-based data-warehouse
SP-6028,Vargem Grande Paulista,Nanyo,2023-09-16 10:42:24,2023-08-05 03:26:19,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Cross-group fault-tolerant benchmark
SP-8254,Pindi Bhattiān,Urus-Martan,2023-02-15 21:17:23,2022-12-28 20:02:22,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,User-friendly national conglomeration
SP-0877,Canauay,Wudui,2023-09-20 05:01:32,2023-06-21 01:22:28,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Ergonomic background project
SP-4436,Hradec nad Moravici,Sterlibashevo,2023-09-09 07:52:32,2022-12-14 07:48:38,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Devolved tangible protocol
SP-3363,Jinghong,Richky,2022-11-13 12:55:47,2023-03-18 23:20:21,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Vision-oriented cohesive attitude
SP-7854,Xiangba,Huangxikou,2023-01-03 22:03:08,2022-12-16 15:51:11,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Grass-roots optimizing matrix
SP-1911,Spasskoye-Lutovinovo,Niemodlin,2023-08-24 23:05:54,2022-11-04 08:10:53,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Switchable zero tolerance workforce
SP-1705,Nara-shi,Gaoyao,2023-07-19 15:37:24,2023-07-10 23:40:12,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Profit-focused clear-thinking superstructure
SP-8669,Gandra,Tukan,2023-07-03 00:58:11,2023-09-04 17:40:43,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Decentralized demand-driven internet solution
SP-0352,Eci,Muqi,2023-06-21 03:23:44,2022-12-26 03:11:19,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Synchronised 24 hour capacity
SP-1508,Solok,Emiliano Zapata,2023-07-05 15:39:09,2023-01-21 13:26:50,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Customizable background benchmark
SP-7022,Borabue,Verba,2023-01-05 05:15:18,2023-09-07 23:09:26,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Reduced impactful local area network
SP-4219,Cobre,Oklahoma City,2023-03-20 15:04:58,2023-03-15 11:12:06,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Assimilated multimedia benchmark
SP-1080,Steinsel,Uvira,2022-11-17 07:07:10,2023-09-21 11:40:10,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Cloned non-volatile complexity
SP-4620,Kifrī,Montes Velhos,2023-03-11 03:46:42,2022-12-20 23:09:39,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Assimilated background help-desk
SP-3851,Huiqi,Zhigulevsk,2022-11-08 13:00:22,2022-09-23 20:04:31,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,User-centric tertiary contingency
SP-0218,Belle-Anse,España,2023-01-20 22:18:03,2023-04-17 14:59:41,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Advanced next generation attitude
SP-3196,Sombor,Bella Vista,2022-10-28 03:15:17,2023-09-15 16:01:08,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Innovative mobile circuit
SP-8769,Zaslawye,Sangongqiao,2022-10-19 09:49:25,2023-08-26 01:33:04,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Multi-lateral high-level projection
SP-8388,Phra Nakhon Si Ayutthaya,Qadsīyā,2023-06-05 01:37:46,2023-09-16 13:35:16,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Sharable multi-state knowledge user
SP-8017,Bugang,Padre Bernardo,2022-10-18 18:07:58,2023-01-11 20:25:38,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Expanded systemic budgetary management
SP-9578,Folques,Puricay,2023-06-06 19:37:41,2023-03-24 01:13:05,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Business-focused logistical infrastructure
